"edition","name","quadrant","ring","description"
"2016-11",OpenVR,Platforms,Assess,"<p><strong><a href=""https://github.com/ValveSoftware/openvr"">OpenVR</a></strong> is the underlying SDK in making many of the VR head-mounted displays (HMDs) work with Unity and will likely keep growing in importance. Much of the VR work at ThoughtWorks was built on top of OpenVR, because it will run on any HMD, unlike the other SDKs. Though it is not open source, it is free via the license. The Oculus SDK is more restrictive in its licensing and only works on Oculus devices. <a href=""http://www.osvr.org/"">OSVR</a>, while truly open source, doesn't seem to have as much adoption yet. If you're going to develop a VR application and target as many devices as possible—and not use Unity or Unreal to develop them—OpenVR is the most concrete and pragmatic solution right now.</p>"
"2016-11",Tarantool,Platforms,Assess,"<p><strong><a href=""https://tarantool.org"">Tarantool</a></strong> is an open source <a href=""/radar/tools/nosql"">NoSQL</a> solution that combines database and cache into one entity and provides APIs for writing application logic in <a href=""/radar/languages-and-frameworks/lua"">Lua</a>. Both in-memory and disk-based engines are supported, and users can create multiple indexes (HASH, TREE, RTREE, BITSET) based on their use cases. The data itself is stored in <a href=""http://msgpack.org"">MessagePack</a> format and uses the same protocol to communicate between clients and server. Tarantool supports write-ahead logs, transactions and asynchronous master-master replication. We are happy with the architectural decision of embracing single-writer policy and cooperative multitasking to handle concurrent connections.</p>"
"2016-11",TensorFlow,Platforms,Assess,"<p>Google's <strong><a href=""https://www.tensorflow.org/"">TensorFlow</a></strong> is an open source machine-learning platform that can be used for everything from research through to production and will run on hardware from a mobile CPU all the way to a large GPU compute cluster. It's an important platform because it makes implementing deep-learning algorithms much more accessible and convenient. Despite the hype, though, TensorFlow isn't really anything new algorithmically: All of these techniques have been available in the public domain via academia for some time. It's also important to realize that most businesses are not yet doing even basic predictive analytics and that jumping to deep learning likely won't help make sense of most data sets. For those who do have the right problem and data set, however, TensorFlow is a useful toolkit.</p>"
"2016-11",wit.ai,Platforms,Assess,"<p>Hype surrounding machine intelligence has reached a crescendo, but as with Big Data, useful frameworks and tools are waiting to be discovered among all the hot air. One such tool is <a href=""https://wit.ai/""><strong>wit.ai</strong></a>, a SaaS platform that allows developers to create conversational interfaces using natural language processing (NLP). Wit works with either text or speech inputs, helps developers manage conversational intent and allows custom business logic to be implemented using JavaScript. The system is free for commercial and noncommercial use and encourages the creation of open applications. Be aware that you must agree to let Wit use your data in order to improve the service and for its own analysis, so read the <a href=""https://wit.ai/terms"">terms and conditions</a> carefully. Another contender in this space is the <a href=""https://dev.botframework.com/"">Microsoft Bot Framework</a>, but it’s available only in limited preview form as of this writing. As with most things Microsoft, we expect the Bot Framework to evolve quickly, so it’s worth keeping an eye on.</p>"
"2016-11",CMS as a platform,Platforms,Hold,"<p>We are seeing too many organizations run into trouble as they attempt to use their <strong>CMS as a platform</strong> for delivering large and complex digital applications. This is often driven by the vendor-fueled hope of bypassing unresponsive IT organizations and enabling the business to drag and drop changes directly to production. While we are very supportive of providing content producers with the right tools and workflows, for applications with complex business logic we tend to recommend treating your CMS as a component of your platform (often in a hybrid or headless mode) cooperating cleanly with other services, rather than attempting to implement all of your functionality in the CMS itself.</p>"
"2016-11",Overambitious API gateways,Platforms,Hold,"<p>One of our regular complaints is about business smarts implemented in middleware, resulting in transport software with ambitions to run critical application logic. Vendors in the highly competitive API gateway market continue to add features that differentiate their products. This results in <strong>overambitious API gateway</strong> products whose functionality—on top of what is essentially a reverse proxy—encourages designs that are difficult to test and deploy. API gateways can provide utility in dealing with some generic concerns—for example, authentication and rate-limiting—but any domain smarts such as data transformation or rule processing should live in applications or services where they can be controlled by product teams working closely with the domains they support.</p>"
"2016-11",Superficial private cloud,Platforms,Hold,"<p>We've seen the indisputable productivity gains that come from deployment of applications and services into mature cloud providers. Much of that gain comes from the ability of teams to deploy and operate their own services with a high degree of autonomy and responsibility. We are now regularly coming across <strong>Superficial Private Cloud</strong> offerings within organizations, where basic virtualization platforms are being given the “cloud” label. Often teams can self-provision a restricted set of fixed service types with limited access and little ability to customize the centrally governed “enterprise blueprints,” leading to kludge solutions. Deployment pace regularly remains constrained by manually provisioned infrastructure such as network, firewall and storage. We encourage organizations to more fully consider the costs of mandating the use of an inadequate private cloud offering.</p>"
"2016-11",React.js,languages-and-frameworks,Adopt,"<p>In the avalanche of front-end JavaScript frameworks, <a href=""http://facebook.github.io/react/""><strong>React.js</strong></a> stands out due to its design around a reactive data flow. Allowing only one-way data binding greatly simplifies the rendering logic and avoids many of the issues that commonly plague applications written with other frameworks. We're seeing the benefits of React.js on a growing number of projects, large and small, while at the same time we continue to be concerned about the state and the future of other popular frameworks like <a href=""/radar/languages-and-frameworks/angularjs"">AngularJS</a>. This has led to React.js becoming our default choice for JavaScript frameworks.</p>"
"2016-11",Redux,languages-and-frameworks,Adopt,"<p>With the increasing complexity of single-page JavaScript applications, we have seen a more pressing need to make client-side state management predictable. <a href=""http://redux.js.org/""><strong>Redux</strong></a>, with its <a href=""http://redux.js.org/docs/introduction/ThreePrinciples.html"">three principles</a> of restrictions for updating state, has proven to be invaluable in a number of projects we have implemented. <a href=""https://egghead.io/courses/getting-started-with-redux"">Getting Started with Redux</a> and <a href=""https://egghead.io/courses/building-react-applications-with-idiomatic-redux"">idiomatic Redux</a> tutorials are a good starting point for new and experienced users. Its minimal library design has spawned a rich set of tools, and we encourage you to check out the <a href=""https://github.com/markerikson/redux-ecosystem-links"">redux-ecosystem-links</a> project for examples, middleware and utility libraries. We also particularly like the testability story: Dispatching actions, state transitions and rendering can be unit-tested separately from one another and with minimal amounts of mocking.</p>"
"2016-11",Spring Boot,languages-and-frameworks,Adopt,"<p>A lot of work has gone into <a href=""http://projects.spring.io/spring-boot""><strong>Spring Boot</strong></a> to reduce complexity and dependencies, which largely alleviates our previous reservations. If you live in a Spring ecosystem and are moving to microservices, Spring Boot is now the obvious choice. For those not in Springland, <a href=""/radar/languages-and-frameworks/dropwizard"">Dropwizard</a> is also worthy of serious consideration.</p>"
"2016-11",Butterknife,languages-and-frameworks,Trial,"<p><strong><a href=""https://github.com/JakeWharton/butterknife"">Butterknife</a></strong> is a field and method binding view-injection library. It allows the injection of arbitrary objects, views and listeners, thereby ensuring cleaner code with reduced glue code for Android development. With Butterknife, multiple views can be grouped into a list or array with common actions applied to the views simultaneously, without heavy reliance on XML configurations. Our project teams have used this library and benefited from its simplicity and ease of use.</p>"
"2016-11",Dagger,languages-and-frameworks,Trial,"<p>With the increased need for Android-based applications, <strong><a href=""http://google.github.io/dagger/"">Dagger</a></strong> offers a fully static, compile-time dependency-injection framework. Dagger's strictly generated implementation and nonreliance on reflection-based solutions addresses many of the performance and development issues, thereby making it suitable for Android development. With Dagger, there is full traceability with easy debugging because the entire call stack for provision and creation is made available.</p>"
"2016-11",Dapper,languages-and-frameworks,Trial,"<p><a href=""https://github.com/StackExchange/dapper-dot-net""><strong>Dapper</strong></a> is a minimal, lightweight ORM of sorts for .NET. Rather than trying to write the SQL queries for you, Dapper maps SQL queries to dynamic objects. Though it's not brand new, Dapper has steadily gained acceptance from ThoughtWorks teams working in .NET. For the C# programmer, it removes some of the drudgery of mapping relational queries to objects while still allowing complete control over the SQL or stored procedures.</p>"
"2016-11",Elixir,languages-and-frameworks,Trial,"<p>Interest in the <a href=""http://elixir-lang.org/""><strong>Elixir</strong></a> programming language continues to build. Increasingly, we see it used in serious projects and hear feedback from developers who find its Actor model to be robust and very fast. Elixir, which is built on top of the Erlang virtual machine, is showing promise for creating highly concurrent and fault-tolerant systems. Elixir has distinctive features such as the Pipe operator, which allows developers to build a pipeline of functions as you would in the UNIX command shell. The shared byte code allows Elixir to interoperate with Erlang and leverage existing libraries while supporting tools such as the Mix build tool, the IEx interactive shell and the <a href=""http://elixir-lang.org/docs/stable/ex_unit/ExUnit.html"">ExUnit</a> unit-testing framework.</p>"
"2016-11",Enzyme,languages-and-frameworks,Trial,"<p>We’ve been enjoying the rapid component-level UI testing that <a href=""http://airbnb.io/enzyme/""><strong>Enzyme</strong></a> provides for <a href=""/radar/languages-and-frameworks/react-js"">React.js</a> applications. Unlike many other snapshot-based testing frameworks, Enzyme allows you to test without doing on-device rendering, which results in faster and more granular testing. This is a contributing factor in our ability to massively reduce the amount of functional testing we find we have to do in React applications.</p>"
"2016-11",Immutable.js,languages-and-frameworks,Trial,"<p>Immutability is often emphasized in the functional programming paradigm, and most languages have the ability to create immutable objects—objects that can't be changed once created. <strong><a href=""https://facebook.github.io/immutable-js/"">Immutable.js</a></strong> is a library for JavaScript that provides many persistent immutable data structures, which are highly efficient on modern JavaScript virtual machines. Immutable.js objects are, however, not normal JavaScript objects, so references to JavaScript objects from immutable objects should be avoided. More teams are using this library for tracking mutation and maintaining state in production. We recommend that developers investigate this library, especially when it's combined with the rest of the Facebook stack.</p>"
"2016-11",Phoenix,languages-and-frameworks,Trial,"<p>Some of our ThoughtWorks teams have had very positive experiences with <strong>Phoenix</strong> , a server-side web MVC framework written in <a href=""/radar/languages-and-frameworks/elixir"">Elixir</a>. In addition to being streamlined and easy to use, Phoenix takes advantage of Elixir to be extremely fast. For some developers, Phoenix evokes the joy they experienced when first discovering Ruby and Rails. Although the ecosystem of libraries for Phoenix is not as extensive as for some more mature frameworks, it should benefit from the continuing success and growth of support for Elixir.</p>"
"2016-11",Quick and Nimble,languages-and-frameworks,Trial,"<p>Most of our iOS teams are now using the <strong><a href=""https://github.com/Quick/Quick"">Quick</a> and <a href=""https://github.com/Quick/Nimble"">Nimble</a></strong> pairing for their unit tests. In the <a href=""http://rspec.info/"">RSpec</a> family of behavior-driven development (BDD) testing tools, it provides very readable tests (with describe blocks) across <a href=""/radar/languages-and-frameworks/swift"">Swift</a> and Objective-C and has good support for asynchronous testing.</p>"
"2016-11",React Native,languages-and-frameworks,Trial,"<p>We are seeing continued success with <a href=""https://facebook.github.io/react-native/""><strong>React Native</strong></a> for rapid cross-platform mobile development. Despite some churn as it undergoes continuing development, the advantages of trivial integration between native and nonnative code and views, the rapid development cycle (instant reload, chrome debugging, Flexbox layout) and general growth of the React style is winning us over. As with many frameworks, care needs to be taken to keep your code well structured, but diligent use of a tool like <a href=""/radar/languages-and-frameworks/redux"">Redux</a> really helps here.</p>"
"2016-11",Robolectric,languages-and-frameworks,Trial,"<p>In the Android application-development world, <strong><a href=""http://robolectric.org/"">Robolectric</a></strong> is a unit-testing framework that has been used by multiple teams within our technical community. It offers the best option among those available for writing real unit tests that extend or interact directly with Android components and support JUnit tests. We caution, though, that because it is an implementation of the Android SDK, there might be device-specific issues for some tests that pass in Robolectric. To manually mock all the Android dependencies, ensuring only test of the system-in-test will require a lot of complex code, and this framework addresses this effectively.</p>"
"2016-11",Aurelia,languages-and-frameworks,Assess,"<p><a href=""http://aurelia.io/""><strong>Aurelia</strong></a> is considered the next-generation JavaScript client framework and was written using a modern version of JavaScript: ECMAScript 2016. Aurelia was created by Rob Eisenberg, the creator of <a href=""http://durandaljs.com/"">Durandal</a>. He left the <a href=""https://angular.io/"">Angular 2.0</a> core team to dedicate his time to this project. The great thing about Aurelia is that it's highly modular, contains simple small libraries and is designed to be customized easily. Aurelia follows the pattern of convention over configuration, which enables easier production and consumption of modules, but there are no strong conventions that you have to adhere to. Aurelia has a large community, and in the project website you can learn more by using the tutorials.</p>"
"2016-11",ECMAScript 2017,languages-and-frameworks,Assess,"<p><strong>ECMAScript 2017</strong> —not to be confused with ES7 (a.k.a. ECMAScript 2016)—brings several noteworthy improvements to the language. Browsers are expected to implement this standard fully in the summer of 2017, but the <a href=""/radar/tools/babel"">Babel</a> JavaScript compiler already supports a number of the features today. If you make extensive use of JavaScript and your codebase is under active development, we recommend that you add Babel to your build pipeline and begin using the <a href=""https://www.npmjs.com/package/babel-preset-es2017"">supported features</a></p><p>.</p>"
"2016-11",Elm,languages-and-frameworks,Assess,"<p>We have been prompted to reconsider <a href=""http://elm-lang.org/""><strong>Elm</strong></a> because of the rapid adoption of <a href=""/radar/languages-and-frameworks/redux"">Redux</a> framework. Elm—the original inspiration for Redux—offers the view componentization and reactiveness of <a href=""/radar/languages-and-frameworks/react-js"">React.js</a> along with the predictable state of Redux in a compiled, strongly typed functional language. Elm is written in Haskell and has a Haskell-like syntax but compiles down to HTML, CSS and JavaScript for the browser. JavaScript programmers rushing to embrace React.js and Redux might want to also consider Elm as a type-safe alternative for some applications.</p>"
"2016-11",GraphQL,languages-and-frameworks,Assess,"<p>When we look at REST implementations in the wild, we frequently see REST misused to naively retrieve object graphs through chatty interactions between client and server. Facebook's <a href=""https://github.com/facebook/graphql""><strong>GraphQL</strong></a> is an interesting alternative to REST that might be a better approach for this very common use case. As a protocol for remotely retrieving object graphs, GraphQL has received enormous attention recently. One of GraphQL's most interesting features is its consumer-oriented nature: The structure of a response is driven entirely by the client, not the server. This decouples the consumer and forces the server to obey Postel's law. Client implementations are now available in many programming languages, but we have seen a flurry of interest of Facebook's <a href=""https://facebook.github.io/relay/"">Relay</a>, a JavaScript framework that was designed to support the <a href=""/radar/languages-and-frameworks/react-js"">React.js</a> stateless component model.</p>"
"2016-11",JuMP,languages-and-frameworks,Assess,"<p><strong><a href=""https://github.com/JuliaOpt/JuMP.jl"">JuMP</a></strong> is a domain-specific language for <a href=""https://en.wikipedia.org/wiki/Mathematical_optimization"">mathematical optimizations</a> in <a href=""http://julialang.org/"">Julia</a>. JuMP defines a common API called <a href=""https://github.com/JuliaOpt/MathProgBase.jl"">MathProgBase</a> and enables users to write solver-agnostic code in Julia. Currently supported solvers include <a href=""http://artelys.com/en/optimization-tools/knitro"">Artelys Knitro</a>, <a href=""https://projects.coin-or.org/Bonmin"">Bonmin</a>, <a href=""https://projects.coin-or.org/Cbc"">Cbc</a>, <a href=""https://projects.coin-or.org/Clp"">Clp</a>, <a href=""https://projects.coin-or.org/Couenne"">Couenne</a>, <a href=""http://www-01.ibm.com/software/commerce/optimization/cplex-optimizer/"">CPLEX</a>, <a href=""https://github.com/ifa-ethz/ecos"">ECOS</a>, <a href=""http://www.fico.com/en/products/fico-xpress-optimization-suite"">FICO Xpress</a>, <a href=""http://www.gnu.org/software/glpk/"">GLPK</a>, <a href=""http://www.gurobi.com"">Gurobi</a>, <a href=""https://projects.coin-or.org/Ipopt"">Ipopt</a>, <a href=""http://www.mosek.com/"">MOSEK</a>, <a href=""http://ab-initio.mit.edu/wiki/index.php/NLopt"">NLopt</a> and <a href=""https://github.com/cvxgrp/scs"">SCS</a>. One other benefit is the implementation of automatic differentiation technique in reverse mode to compute derivatives so users are not limited to the standard operators like sin, cos, log and sqrt but can also implement their own custom objective functions in Julia.</p>"
"2016-11",Physical Web,languages-and-frameworks,Assess,"<p>We have been intrigued by the <strong><a href=""https://google.github.io/physical-web/"">Physical Web</a></strong> standard created by Google. The idea of Physical Web is simple—beacons broadcast a URL—but the possibilities are broad. Basically, this is a way to annotate the physical world, tying objects and locations into the digital realm. The current transport mechanism is <a href=""https://github.com/google/eddystone/tree/master/eddystone-url"">Eddystone URLs</a> over Bluetooth LE, and sample clients are available. Although there are obvious security concerns with following randomly discovered links, we are most interested in use cases with customized clients where you can filter or proxy the URLs as required.</p>"
"2016-11",Rapidoid,languages-and-frameworks,Assess,"<p><strong><a href=""http://www.rapidoid.org/"">Rapidoid</a></strong> is a collection of web framework modules, including a fast low-level HTTP server implemented from scratch on top of Java NIO. Clever usage of off-heap input/output buffers, object pools and thread-local data structures provide Rapidoid an edge over other NIO-based servers like <a href=""http://netty.io/"">Netty</a>. Being a fairly new project, Rapidoid has yet to implement a few features like built-in cache and SSL support; we suggest you check the <a href=""https://github.com/rapidoid/rapidoid"">roadmap</a> for updates.</p>"
"2016-11",Recharts,languages-and-frameworks,Assess,"<p>We've been enjoying how <strong><a href=""http://recharts.org/"">Recharts</a></strong> integrates <a href=""/radar/tools/d3"">D3</a> charts into <a href=""/radar/languages-and-frameworks/react-js"">React.js</a> in a clean and declarative manner.</p>"
"2016-11",ReSwift,languages-and-frameworks,Assess,"<p>We are excited that the <a href=""/radar/languages-and-frameworks/redux"">Redux</a> paradigm has made its way to Swift-land in the form of <a href=""http://reswift.github.io/ReSwift""><strong>ReSwift</strong></a>. We’ve found real benefits in the simplicity and readability of codebases once state and state changes are managed in a central place and common idiom. This also helps with building ""offline first"" applications.</p>"
"2016-11",Three.js,languages-and-frameworks,Assess,"<p>Despite the fervor surrounding the spate of new headsets, we believe there are many VR and AR scenarios that make sense in the browser, particularly on mobile. Given this trend, we have seen an uptick in usage of <a href=""https://threejs.org/""><strong>Three.js</strong></a>, a powerful JavaScript visualization and 3D rendering framework. The growth in support for WebGL, which it is based on, has helped adoption, as has the vibrant community supporting this open source project.</p>"
"2016-11",Vue.js,languages-and-frameworks,Assess,"<p>In the ever-changing world of front-end JavaScript frameworks, <a href=""https://vuejs.org/""><strong>Vue.js</strong></a> has gained a lot of ground as a lightweight alternative to <a href=""/radar/languages-and-frameworks/angularjs"">AngularJS</a>. It is designed to be a very flexible—and a less opinionated—library that offers a set of tools for building interactive web interfaces around concepts like modularity, components and reactive data flow. It has a low learning barrier, which makes it interesting for junior developers and beginners. Vue.js itself is not a full-blown framework; it is focused on the view layer only and therefore is easy to integrate with other libraries or existing projects.</p>"
"2016-11",WebRTC,languages-and-frameworks,Assess,"<p>Widespread adoption of AR/VR as a collaboration and communication medium requires a modern and readily available video streaming platform. <strong><a href=""https://webrtc.org/"">WebRTC</a></strong> is an emerging standard for real-time communication between browsers that enables video streaming within commonly available web technologies. The range of browsers that support this standard is increasing, but Microsoft and Apple have been slow to adopt WebRTC in their proprietary browsers. If momentum continues to build, WebRTC could form the future foundation for AR/VR collaboration on the web.</p>"
"2016-11",AngularJS,languages-and-frameworks,Hold,"<p><a href=""https://angularjs.org/""><strong>AngularJS</strong></a> helped revolutionize the world of single-page JavaScript applications, and we have delivered many projects successfully with it over the years. However, we are no longer recommending it (v1) for teams starting fresh projects. We prefer the ramp-up speed and more maintainable codebases we are seeing with <a href=""/radar/languages-and-frameworks/ember-js"">Ember</a> and <a href=""/radar/languages-and-frameworks/react-js"">React</a>, particularly in conjunction with <a href=""/radar/languages-and-frameworks/redux"">Redux</a>.</p>"
"2016-11",JSPatch,languages-and-frameworks,Hold,"<p>Many iOS developers are using <strong><a href=""https://github.com/bang590/JSPatch"">JSPatch</a></strong> to dynamically patch their apps. When a JSPatch-enabled app runs, it loads a chunk of JavaScript (potentially via an insecure HTTP connection) and then bridges to the main Objective-C application code to change behavior, fix bugs, and so on. While convenient, we think monkey-patching live apps is a bad idea and should be avoided. When doing any amount of incremental patching, it's very important that your testing process matches what end users will experience, in order to properly validate functionality. An alternative approach is to use <a href=""/radar/languages-and-frameworks/react-native"">React Native</a> for the app and <a href=""https://apphub.io/"">AppHub</a> and <a href=""https://microsoft.github.io/code-push/"">CodePush</a> to push small updates and new features.</p>"
"2016-11",Babel,Tools,Adopt,"<p><a href=""http://babeljs.io/""><strong>Babel.js</strong></a> has become the default compiler for writing next-generation JavaScript. Its ecosystem is really taking off, thanks to its restructured <a href=""http://babeljs.io/docs/plugins/#presets"">plugin system</a>. It allows developers to write <a href=""/radar/languages-and-frameworks/es6"">ES6</a> (and even ES7) code that runs in the browser or in the server without sacrificing backward compatibility for older browsers, and with very little configuration. It has first-class support for different build-and-test systems, which makes integration with any current workflow simple. It is a great piece of software that has become the main driver of ES6 (and ES7) adoption and innovation.</p>"
"2016-11",Consul,Tools,Adopt,"<p>We have moved <strong><a href=""http://consul.io"">Consul</a></strong>, the service-discovery tool supporting both DNS- and HTTP-based discovery mechanisms, into Adopt. It goes beyond other discovery tools by providing customizable health checks for registered services, ensuring that unhealthy instances are marked accordingly. More tools have emerged to work with Consul to make it even more powerful. <a href=""https://github.com/hashicorp/consul-template"">Consul Template</a> enables configuration files to be populated with information from Consul, making things like client-side load balancing using mod_proxy much easier. In the world of Docker, <a href=""https://github.com/gliderlabs/registrator"">registrator</a> can automatically register Docker containers as they appear with Consul with extremely little effort, making it much easier to manage container-based setups. You should still think long and hard about whether you need a tool like this or whether something simpler will do, but if you decide you need service discovery, you won't go far wrong with Consul.</p>"
"2016-11",Serverspec,Tools,Trial,"<p>In the past we have included automated <a href=""/radar/techniques/provisioning-testing"">Provisioning Testing</a> as a recommended technique, and in this issue we highlight <a href=""http://serverspec.org/""><strong>Serverspec</strong></a> as a popular tool for implementing those tests. Although this tool is not new, we are seeing its use become more common as more cross-functional delivery teams take on responsibility for infrastructure provisioning. Serverspec is built on the Ruby library RSpec and comes with a comprehensive set of helpers for asserting that server configuration is correct.</p>"
"2016-11",Grafana,Tools,Adopt,"<p>When combining modern techniques and architecture styles, such as <a href=""/radar/techniques/microservices"">microservices</a>, <a href=""/radar/techniques/devops"">DevOps</a> and <a href=""/radar/techniques/qa-in-production"">QA in production</a>, development teams need increasingly sophisticated monitoring. Simply looking a graphs of disk usage and CPU utilization is not sufficient anymore, and many teams collect application and business-specific metrics using tools such a Graphite and Kibana. <strong><a href=""http://grafana.org/"">Grafana</a></strong> makes it easy to create useful and elegant dashboards for data from a number of sources. A particularly useful feature allows timescales of different graphs to be synchronized, which helps with spotting correlations in the underlying data. The templating system that is being added shows a lot promise and will likely make managing sets of similar services even easier. Based on its strengths, Grafana has become our default choice in this category.</p>"
"2016-11",Packer,Tools,Adopt,"<p>Machine images have become a staple of modern deployment pipelines, and there are a number of tools and techniques to create the images. Because of its comprehensive feature set and the positive experiences we've had with it, we recommend <a href=""http://packer.io""><strong>Packer</strong></a> over the alternatives. We also recommend against trying to write custom scripts to do what Packer does out of the box.</p>"
"2016-11",Apache Kafka,Tools,Trial,"<p>Many organizations are now looking closely at new data architectures that capture information as immutable sequences of events at scale. <a href=""http://kafka.apache.org/""><strong>Apache Kafka</strong></a> continues to build momentum as an open source messaging framework that provides a solution for publishing ordered event feeds to large numbers of independent, lightweight consumers. Configuring Kafka is nontrivial, but our teams are reporting positive experiences with the framework.</p>"
"2016-11",Espresso,Tools,Trial,"<p>At the top of the testing pyramid for Android application development, our teams are increasingly using <strong><a href=""https://google.github.io/android-testing-support-library/docs/espresso/index.html"">Espresso</a></strong> as the functional-testing tool. Its small-core API hides the messy implementation details and helps in writing concise tests, with faster and reliable test execution. With Espresso, you can run automated UI tests simulating user interactions within a single target app on both emulators and real devices across different Android versions.</p>"
"2016-11",fastlane,Tools,Trial,"<p><strong><a href=""https://fastlane.tools/"">fastlane</a></strong> is our go-to tool for automating most of the boring activities involved in getting iOS and Android mobile apps built, tested, documented and provisioned. Simple configuration, a range of tooling and multiple pipelines make this a key ingredient in doing <a href=""/radar/techniques/continuous-delivery-cd"">continuous delivery</a> for mobile.</p>"
"2016-11",Galen,Tools,Trial,"<p>Testing that layout and styling of responsive websites is working as expected across various form factors can be a slow and often manual process. <strong><a href=""http://galenframework.com/"">Galen</a></strong> helps ease this problem by providing a simple language, running on top of <a href=""http://www.seleniumhq.org/"">Selenium</a>, that allows you to specify expectations for the appearance of your website in various screen sizes. Although Galen suffers from the typical brittleness and speed issues of any end-to-end testing approach, we have found benefit in the early feedback on design issues.</p>"
"2016-11",HashiCorp Vault,Tools,Trial,"<p>Having a way to securely manage secrets is increasingly becoming a huge project issue. The old practice of keeping secrets in a file or in environment variables is becoming hard to manage, especially in environments with multiple applications and large numbers of <a href=""/radar/techniques/microservices"">microservices</a>. <a href=""https://github.com/hashicorp/vault""><strong>HashiCorp Vault</strong></a> addresses the problem by providing mechanisms for securely accessing secrets through a unified interface. It has served us well on a number of projects, and our teams liked how easy it was to integrate Vault with their services. Storing and updating secrets is a bit cumbersome, because it relies on a command-line tool and a fair amount of discipline from the team.</p>"
"2016-11",JSONassert,Tools,Trial,"<p>More projects are emitting and consuming information formatted as JSON. Writing tests in Java for JSON can be laborious. <strong><a href=""http://jsonassert.skyscreamer.org/"">JSONassert</a></strong> is a small library to help write smaller tests dealing with JSON by simplifying assertions and providing better error messages.</p>"
"2016-11",Let's Encrypt,Tools,Trial,"<p><a href=""https://letsencrypt.org/""><strong>Let's Encrypt</strong></a> first appeared on the Radar last edition, and since December 2015 this project has moved its beta status from private to public, meaning users will no longer be required to have an invitation in order to try it. Let's Encrypt grants access to a simpler mechanism to obtain and manage certificates for a larger set of users who are seeking a way to secure their websites. It also promotes a big step forward in terms of security and privacy. This trend has already begun within ThoughtWorks, and many of our projects now have certificates verified by Let's Encrypt.</p>"
"2016-11",Load Impact,Tools,Trial,"<p><strong><a href=""https://loadimpact.com/"">Load Impact</a></strong> is a SaaS load-testing tool that can generate highly realistic loads of up to 1.2 million concurrent users. Record and playback web interactions using a Chrome plugin simulate network connections for mobile or desktop users and generate load from up to 10 different locations around the world. While not the only on-demand load-testing tool we've used—we also like <a href=""https://blazemeter.com/"">BlazeMeter</a>—our teams were very enthusiastic about Load Impact.</p>"
"2016-11",OWASP Dependency-Check,Tools,Trial,"<p>In a world full of libraries and tools that simplify the life of many software developers, deficiencies in their security have become visible and have increased the vulnerability surface in the applications that use them. <a href=""https://www.owasp.org/index.php/OWASP_Dependency_Check""><strong>OWASP Dependency-Check</strong></a> automatically identifies potential security problems in the code, checking if there are any known publicly disclosed vulnerabilities, then using methods to constantly update the database of public vulnerabilities. Dependency-Check has some interfaces and plugins to automate this verification in Java and .NET (which we have used successfully) as well as Ruby, Node.js and Python.</p>"
"2016-11",Pa11y,Tools,Trial,"<p><a href=""http://pa11y.org/""><strong>Pa11y</strong></a> is an automatic accessibility tester that can run from the command line and be embedded into a build pipeline. Our teams have had success using Pa11y on a highly dynamic site by first creating a static HTML version, then running the accessibility tests against that. For many systems—especially government websites—accessibility testing is a requirement, and Pa11y makes it all a lot easier.</p>"
"2016-11",Talisman,Tools,Trial,"<p>With the maturity of tools such as <a href=""/radar/tools/hashicorp-vault"">Vault</a>, there is no longer an excuse for storing secrets in code repositories, particularly since this often ends up being the soft underbelly of important systems. We’ve previously mentioned repository-scanning tools such as <a href=""/radar/tools/gitrob"">Gitrob</a>, but we are now pushing proactive tools such as (the ThoughtWorks-created) <strong><a href=""https://github.com/thoughtworks/talisman"">Talisman</a></strong>, which is a prepush hook for Git that scans commits for secrets matching predefined patterns.</p>"
"2016-11",Terraform,Tools,Trial,"<p>With <strong><a href=""https://www.terraform.io/"">Terraform</a></strong>, you can manage cloud infrastructure by writing declarative definitions. The configuration of the servers instantiated by Terraform is usually left to tools like Puppet, Chef or Ansible. We like Terraform because the syntax of its files is quite readable and because it supports a number of cloud providers while making no attempt to provide an artificial abstraction across those providers. Following our first, more cautious, mention of Terraform almost two years ago, it has seen continued development and has evolved into a stable product that has proven its value in our projects. The issue with state file management can now be sidestepped by using what Terraform calls a ""remote state backend."" We’ve successfully used <a href=""/radar/tools/consul"">Consul</a> for that purpose.</p>"
"2016-11",tmate,Tools,Trial,"<p>Pair programming is an essential technique for us, and—given that we’re seeing more and more teams whose members are distributed across multiple locations—we have experimented with a number of tools to support remote pairing. We certainly liked <a href=""https://screenhero.com/"">ScreenHero</a> but are concerned about its future. For teams that don’t rely on a graphical IDE, using <strong><a href=""https://tmate.io/"">tmate</a></strong> for pairing has turned out to be a great solution. tmate is a fork of the popular tmux tool, and compared to <a href=""http://hamvocke.com/blog/remote-pair-programming-with-tmux/"">tmux for remote pairing</a>, the setup is much easier. Compared to graphical screen-sharing solutions, the bandwidth and resource requirements are modest, and it obviously never suffers from blurry screens. Teams can also set up their own server, thus retaining full control of the privacy and integrity of the solution.</p>"
